cliente_id,timestamp,consumo,unidad,medidor_id
CLI-003,2026-05-02 00:00:00,351.38,kWh,MTR-003
CLI-001,2026-05-02 01:00:00,64.76,kWh,MTR-001
CLI-002,2026-05-02 01:00:00,605.17,kWh,MTR-002
CLI-003,2026-05-02 01:00:00,338.68,kWh,MTR-003
CLI-001,2026-05-02 02:00:00,76.83,kWh,MTR-001
CLI-002,2026-05-02 02:00:00,581.89,kWh,MTR-002
CLI-003,2026-05-02 02:00:00,333.57,kWh,MTR-003
CLI-001,2026-05-02 03:00:00,66.22,kWh,MTR-001
CLI-002,2026-05-02 03:00:00,606.4,kWh,MTR-002
CLI-003,2026-05-02 03:00:00,331.14,kWh,MTR-003
CLI-001,2026-05-02 04:00:00,83.08,kWh,MTR-001
CLI-002,2026-05-02 04:00:00,635.29,kWh,MTR-002
CLI-003,2026-05-02 04:00:00,-139.89,kWh,MTR-003
CLI-001,2026-05-02 05:00:00,84.22,kWh,MTR-001
CLI-002,2026-05-02 05:00:00,634.41,kWh,MTR-002
CLI-003,2026-05-02 05:00:00,339.43,kWh,MTR-003
CLI-001,2026-05-02 06:00:00,572.08,kWh,MTR-001
CLI-002,2026-05-02 06:00:00,601.53,kWh,MTR-002
CLI-003,2026-05-02 06:00:00,330.61,kWh,MTR-003
CLI-001,2026-05-02 07:00:00,576.4,kWh,MTR-001
CLI-002,2026-05-02 07:00:00,558.55,kWh,MTR-002
CLI-003,2026-05-02 07:00:00,348.74,kWh,MTR-003
CLI-001,2026-05-02 08:00:00,503.74,kWh,MTR-001
CLI-002,2026-05-02 08:00:00,480.14,kWh,MTR-002
CLI-003,2026-05-02 08:00:00,322.29,kWh,MTR-003
CLI-001,2026-05-02 09:00:00,520.23,kWh,MTR-001
CLI-002,2026-05-02 09:00:00,360.79,kWh,MTR-002
CLI-003,2026-05-02 09:00:00,327.43,kWh,MTR-003
CLI-001,2026-05-02 10:00:00,534.02,kWh,MTR-001
CLI-002,2026-05-02 10:00:00,314.5,kWh,MTR-002
CLI-003,2026-05-02 10:00:00,343.78,kWh,MTR-003
CLI-001,2026-05-02 11:00:00,513.54,kWh,MTR-001
CLI-002,2026-05-02 11:00:00,306.79,kWh,MTR-002
CLI-003,2026-05-02 11:00:00,348.65,kWh,MTR-003
CLI-001,2026-05-02 12:00:00,511.66,kWh,MTR-001
CLI-002,2026-05-02 12:00:00,350.96,kWh,MTR-002
CLI-003,2026-05-02 12:00:00,322.9,kWh,MTR-003
CLI-001,2026-05-02 13:00:00,559.88,kWh,MTR-001
CLI-001,2026-05-02 13:00:00,550.32,kWh,MTR-001
CLI-002,2026-05-02 13:00:00,358.84,kWh,MTR-002
CLI-003,2026-05-02 13:00:00,355.23,kWh,MTR-003
CLI-001,2026-05-02 14:00:00,509.56,kWh,MTR-001
CLI-002,2026-05-02 14:00:00,382.9,kWh,MTR-002
CLI-003,2026-05-02 14:00:00,359.49,kWh,MTR-003
CLI-001,2026-05-02 15:00:00,480.63,kWh,MTR-001
CLI-002,2026-05-02 15:00:00,394.7,kWh,MTR-002
CLI-003,2026-05-02 15:00:00,325.37,kWh,MTR-003
CLI-001,2026-05-02 16:00:00,488.56,kWh,MTR-001
CLI-002,2026-05-02 16:00:00,455.09,kWh,MTR-002
CLI-003,2026-05-02 16:00:00,328.14,kWh,MTR-003
CLI-001,2026-05-02 17:00:00,501.12,kWh,MTR-001
CLI-002,2026-05-02 17:00:00,559.32,kWh,MTR-002
CLI-003,2026-05-02 17:00:00,336.94,kWh,MTR-003
CLI-001,2026-05-02 18:00:00,480.28,kWh,MTR-001
CLI-002,2026-05-02 18:00:00,619.6,kWh,MTR-002
CLI-003,2026-05-02 18:00:00,349.65,kWh,MTR-003
CLI-001,2026-05-02 19:00:00,,kWh,MTR-001
CLI-002,2026-05-02 19:00:00,580.27,kWh,MTR-002
CLI-003,2026-05-02 19:00:00,356.16,kWh,MTR-003
CLI-001,2026-05-02 20:00:00,546.77,kWh,MTR-001
CLI-002,2026-05-02 20:00:00,585.37,kWh,MTR-002
CLI-003,2026-05-02 20:00:00,332.33,kWh,MTR-003
CLI-001,2026-05-02 21:00:00,543.69,kWh,MTR-001
CLI-002,2026-05-02 21:00:00,637.92,kWh,MTR-002
CLI-003,2026-05-02 21:00:00,329.98,kWh,MTR-003
CLI-001,2026-05-02 22:00:00,79.5,kWh,MTR-001
CLI-002,2026-05-02 22:00:00,603.45,kWh,MTR-002
CLI-003,2026-05-02 22:00:00,326.18,kWh,MTR-003
CLI-001,2026-05-02 23:00:00,81.62,kWh,MTR-001
CLI-002,2026-05-02 23:00:00,631.75,kWh,MTR-002
CLI-003,2026-05-02 23:00:00,320.99,kWh,MTR-003
CLI-001,2026-05-03 00:00:00,36.64,kWh,MTR-001
CLI-002,2026-05-03 00:00:00,631.16,kWh,MTR-002
CLI-003,2026-05-03 00:00:00,352.43,kWh,MTR-003
CLI-001,2026-05-03 01:00:00,45.75,kWh,MTR-001
CLI-002,2026-05-03 01:00:00,636.05,kWh,MTR-002
CLI-003,2026-05-03 01:00:00,328.9,kWh,MTR-003
CLI-001,2026-05-03 02:00:00,39.21,kWh,MTR-001
CLI-002,2026-05-03 02:00:00,630.67,kWh,MTR-002
CLI-003,2026-05-03 02:00:00,320.95,kWh,MTR-003
CLI-001,2026-05-03 03:00:00,36.57,kWh,MTR-001
CLI-002,2026-05-03 03:00:00,642.68,kWh,MTR-002
CLI-003,2026-05-03 03:00:00,345.66,kWh,MTR-003
CLI-001,2026-05-03 04:00:00,49.62,kWh,MTR-001
CLI-002,2026-05-03 04:00:00,640.75,kWh,MTR-002
CLI-003,2026-05-03 04:00:00,358.82,kWh,MTR-003
CLI-001,2026-05-03 05:00:00,49.25,kWh,MTR-001
CLI-002,2026-05-03 05:00:00,582.59,kWh,MTR-002
CLI-003,2026-05-03 05:00:00,349.14,kWh,MTR-003
CLI-001,2026-05-03 06:00:00,42.12,kWh,MTR-001
CLI-002,2026-05-03 06:00:00,601.96,kWh,MTR-002
CLI-003,2026-05-03 06:00:00,330.19,kWh,MTR-003
CLI-001,2026-05-03 07:00:00,30.03,kWh,MTR-001
CLI-002,2026-05-03 07:00:00,537.37,kWh,MTR-002
CLI-003,2026-05-03 07:00:00,346.83,kWh,MTR-003
CLI-001,2026-05-03 08:00:00,31.4,kWh,MTR-001
CLI-002,2026-05-03 08:00:00,475.72,kWh,MTR-002
CLI-003,2026-05-03 08:00:00,348.79,kWh,MTR-003
CLI-001,2026-05-03 09:00:00,36.19,kWh,MTR-001
CLI-002,2026-05-03 09:00:00,431.55,kWh,MTR-002
CLI-003,2026-05-03 09:00:00,336.82,kWh,MTR-003
CLI-001,2026-05-03 10:00:00,43.55,kWh,MTR-001
CLI-002,2026-05-03 10:00:00,407.37,kWh,MTR-002
CLI-003,2026-05-03 10:00:00,320.02,kWh,MTR-003
CLI-001,2026-05-03 11:00:00,38.6,kWh,MTR-001
CLI-002,2026-05-03 11:00:00,367.75,kWh,MTR-002
CLI-003,2026-05-03 11:00:00,328.55,kWh,MTR-003
CLI-001,2026-05-03 12:00:00,48.02,kWh,MTR-001
CLI-002,2026-05-03 12:00:00,368.21,kWh,MTR-002
CLI-003,2026-05-03 12:00:00,345.32,kWh,MTR-003
CLI-001,2026-05-03 13:00:00,46.37,kWh,MTR-001
CLI-002,2026-05-03 13:00:00,395.48,kWh,MTR-002
CLI-003,2026-05-03 13:00:00,320.98,kWh,MTR-003
CLI-001,2026-05-03 14:00:00,39.5,kWh,MTR-001
CLI-002,2026-05-03 14:00:00,358.18,kWh,MTR-002
CLI-003,2026-05-03 14:00:00,327.78,kWh,MTR-003
CLI-001,2026-05-03 15:00:00,39.89,kWh,MTR-001
CLI-002,2026-05-03 15:00:00,472.69,kWh,MTR-002
CLI-003,2026-05-03 15:00:00,350.8,kWh,MTR-003
CLI-001,2026-05-03 16:00:00,38.5,kWh,MTR-001
CLI-002,2026-05-03 16:00:00,508.03,kWh,MTR-002
CLI-003,2026-05-03 16:00:00,329.97,kWh,MTR-003
CLI-001,2026-05-03 17:00:00,39.13,kWh,MTR-001
CLI-002,2026-05-03 17:00:00,538.49,kWh,MTR-002
CLI-003,2026-05-03 17:00:00,358.0,kWh,MTR-003
CLI-001,2026-05-03 18:00:00,42.25,kWh,MTR-001
CLI-002,2026-05-03 18:00:00,610.33,kWh,MTR-002
CLI-003,2026-05-03 18:00:00,341.91,kWh,MTR-003
CLI-001,2026-05-03 19:00:00,44.87,kWh,MTR-001
CLI-002,2026-05-03 19:00:00,593.14,kWh,MTR-002
CLI-003,2026-05-03 19:00:00,345.51,kWh,MTR-003
CLI-001,2026-05-03 20:00:00,40.43,kWh,MTR-001
CLI-002,2026-05-03 20:00:00,594.22,kWh,MTR-002
CLI-003,2026-05-03 20:00:00,331.43,kWh,MTR-003
CLI-001,2026-05-03 21:00:00,36.39,kWh,MTR-001
CLI-002,2026-05-03 21:00:00,584.69,kWh,MTR-002
CLI-003,2026-05-03 21:00:00,347.76,kWh,MTR-003
CLI-001,2026-05-03 22:00:00,31.28,kWh,MTR-001
CLI-002,2026-05-03 22:00:00,612.98,kWh,MTR-002
CLI-003,2026-05-03 22:00:00,328.27,kWh,MTR-003
CLI-001,2026-05-03 23:00:00,48.1,kWh,MTR-001
CLI-002,2026-05-03 23:00:00,623.69,kWh,MTR-002
CLI-003,2026-05-03 23:00:00,350.62,kWh,MTR-003
CLI-001,2026-05-04 00:00:00,60.15,kWh,MTR-001
CLI-002,2026-05-04 00:00:00,627.74,kWh,MTR-002
CLI-003,2026-05-04 00:00:00,358.14,kWh,MTR-003
CLI-001,2026-05-04 01:00:00,78.69,kWh,MTR-001
CLI-002,2026-05-04 01:00:00,617.23,kWh,MTR-002
CLI-003,2026-05-04 01:00:00,328.78,kWh,MTR-003
CLI-001,2026-05-04 02:00:00,60.73,kWh,MTR-001
CLI-002,2026-05-04 02:00:00,622.54,kWh,MTR-002
CLI-003,2026-05-04 02:00:00,326.6,kWh,MTR-003
CLI-001,2026-05-04 03:00:00,63.19,kWh,MTR-001
CLI-002,2026-05-04 03:00:00,576.89,kWh,MTR-002
CLI-003,2026-05-04 03:00:00,342.58,kWh,MTR-003
CLI-001,2026-05-04 04:00:00,76.07,kWh,MTR-001
CLI-002,2026-05-04 04:00:00,607.32,kWh,MTR-002
CLI-003,2026-05-04 04:00:00,335.16,kWh,MTR-003
CLI-001,2026-05-04 05:00:00,68.17,kWh,MTR-001
CLI-002,2026-05-04 05:00:00,601.54,kWh,MTR-002
CLI-003,2026-05-04 05:00:00,353.28,kWh,MTR-003
CLI-001,2026-05-04 06:00:00,546.55,kWh,MTR-001
CLI-002,2026-05-04 06:00:00,-147.05,kWh,MTR-002
CLI-003,2026-05-04 06:00:00,346.01,kWh,MTR-003
CLI-001,2026-05-04 07:00:00,592.14,kWh,MTR-001
CLI-002,2026-05-04 07:00:00,581.5,kWh,MTR-002
CLI-003,2026-05-04 07:00:00,444.88,kWh,MTR-003
CLI-001,2026-05-04 08:00:00,525.12,kWh,MTR-001
CLI-002,2026-05-04 08:00:00,475.75,kWh,MTR-002
CLI-003,2026-05-04 08:00:00,481.73,kWh,MTR-003
CLI-001,2026-05-04 09:00:00,545.54,kWh,MTR-001
CLI-002,2026-05-04 09:00:00,432.71,kWh,MTR-002
CLI-003,2026-05-04 09:00:00,490.84,kWh,MTR-003
CLI-001,2026-05-04 10:00:00,537.2,kWh,MTR-001
CLI-002,2026-05-04 10:00:00,380.42,kWh,MTR-002
CLI-003,2026-05-04 10:00:00,491.41,kWh,MTR-003
CLI-001,2026-05-04 11:00:00,489.68,kWh,MTR-001
CLI-002,2026-05-04 11:00:00,389.67,kWh,MTR-002
CLI-003,2026-05-04 11:00:00,465.0,kWh,MTR-003
CLI-001,2026-05-04 12:00:00,547.97,kWh,MTR-001
CLI-002,2026-05-04 12:00:00,263.86,kWh,MTR-002
CLI-003,2026-05-04 12:00:00,489.37,kWh,MTR-003
CLI-001,2026-05-04 13:00:00,538.7,kWh,MTR-001
CLI-002,2026-05-04 13:00:00,303.03,kWh,MTR-002
CLI-003,2026-05-04 13:00:00,467.41,kWh,MTR-003
CLI-001,2026-05-04 14:00:00,501.47,kWh,MTR-001
CLI-002,2026-05-04 14:00:00,443.6,kWh,MTR-002
CLI-003,2026-05-04 14:00:00,458.7,kWh,MTR-003
CLI-001,2026-05-04 15:00:00,510.32,kWh,MTR-001
CLI-002,2026-05-04 15:00:00,472.12,kWh,MTR-002
CLI-003,2026-05-04 15:00:00,477.12,kWh,MTR-003
CLI-001,2026-05-04 16:00:00,536.09,kWh,MTR-001
CLI-002,2026-05-04 16:00:00,417.17,kWh,MTR-002
CLI-003,2026-05-04 16:00:00,478.46,kWh,MTR-003
CLI-001,2026-05-04 17:00:00,535.25,kWh,MTR-001
CLI-002,2026-05-04 17:00:00,531.87,kWh,MTR-002
CLI-003,2026-05-04 17:00:00,464.62,kWh,MTR-003
CLI-001,2026-05-04 18:00:00,526.52,kWh,MTR-001
CLI-002,2026-05-04 18:00:00,612.16,kWh,MTR-002
CLI-003,2026-05-04 18:00:00,474.76,kWh,MTR-003
CLI-001,2026-05-04 19:00:00,501.67,kWh,MTR-001
CLI-002,2026-05-04 19:00:00,583.45,kWh,MTR-002
CLI-003,2026-05-04 19:00:00,324.78,kWh,MTR-003
CLI-001,2026-05-04 20:00:00,540.98,kWh,MTR-001
CLI-002,2026-05-04 20:00:00,590.15,kWh,MTR-002
CLI-003,2026-05-04 20:00:00,348.98,kWh,MTR-003
CLI-001,2026-05-04 21:00:00,521.97,kWh,MTR-001
CLI-002,2026-05-04 21:00:00,582.04,kWh,MTR-002
CLI-003,2026-05-04 21:00:00,329.1,kWh,MTR-003
CLI-001,2026-05-04 22:00:00,60.35,kWh,MTR-001
CLI-002,2026-05-04 22:00:00,594.2,kWh,MTR-002
CLI-003,2026-05-04 22:00:00,342.13,kWh,MTR-003
CLI-001,2026-05-04 23:00:00,63.16,kWh,MTR-001
CLI-002,2026-05-04 23:00:00,609.36,kWh,MTR-002
CLI-003,2026-05-04 23:00:00,342.96,kWh,MTR-003
CLI-001,2026-05-05 00:00:00,71.01,kWh,MTR-001
CLI-002,2026-05-05 00:00:00,578.6,kWh,MTR-002
CLI-003,2026-05-05 00:00:00,339.11,kWh,MTR-003
CLI-001,2026-05-05 01:00:00,70.02,kWh,MTR-001
CLI-002,2026-05-05 01:00:00,619.06,kWh,MTR-002
CLI-003,2026-05-05 01:00:00,325.97,kWh,MTR-003
CLI-001,2026-05-05 02:00:00,67.6,kWh,MTR-001
CLI-002,2026-05-05 02:00:00,583.29,kWh,MTR-002
CLI-003,2026-05-05 02:00:00,344.25,kWh,MTR-003
CLI-001,2026-05-05 03:00:00,65.64,kWh,MTR-001
CLI-002,2026-05-05 03:00:00,606.54,kWh,MTR-002
CLI-003,2026-05-05 03:00:00,354.41,kWh,MTR-003
CLI-001,2026-05-05 04:00:00,67.63,kWh,MTR-001
CLI-002,2026-05-05 04:00:00,617.67,kWh,MTR-002
CLI-003,2026-05-05 04:00:00,357.9,kWh,MTR-003
CLI-001,2026-05-05 05:00:00,65.28,kWh,MTR-001
CLI-002,2026-05-05 05:00:00,585.99,kWh,MTR-002
CLI-003,2026-05-05 05:00:00,20195.8,kWh,MTR-003
CLI-003,2026-05-05 05:00:00,20195.8,kWh,MTR-003
CLI-001,2026-05-05 06:00:00,587.5,kWh,MTR-001
CLI-002,2026-05-05 06:00:00,591.2,kWh,MTR-002
CLI-003,2026-05-05 06:00:00,348.12,kWh,MTR-003
CLI-001,2026-05-05 07:00:00,594.99,kWh,MTR-001
CLI-002,2026-05-05 07:00:00,557.61,kWh,MTR-002
CLI-003,2026-05-05 07:00:00,485.1,kWh,MTR-003
CLI-001,2026-05-05 08:00:00,531.81,kWh,MTR-001
CLI-002,2026-05-05 08:00:00,524.29,kWh,MTR-002
CLI-003,2026-05-05 08:00:00,469.77,kWh,MTR-003
CLI-001,2026-05-05 09:00:00,503.09,kWh,MTR-001
CLI-002,2026-05-05 09:00:00,419.02,kWh,MTR-002
CLI-003,2026-05-05 09:00:00,469.83,kWh,MTR-003
CLI-001,2026-05-05 10:00:00,483.19,kWh,MTR-001
CLI-002,2026-05-05 10:00:00,391.85,kWh,MTR-002
CLI-003,2026-05-05 10:00:00,498.56,kWh,MTR-003
CLI-001,2026-05-05 11:00:00,-205.14,kWh,MTR-001
CLI-002,2026-05-05 11:00:00,387.56,kWh,MTR-002
CLI-003,2026-05-05 11:00:00,473.37,kWh,MTR-003
CLI-001,2026-05-05 12:00:00,494.52,kWh,MTR-001
CLI-002,2026-05-05 12:00:00,354.38,kWh,MTR-002
CLI-003,2026-05-05 12:00:00,458.92,kWh,MTR-003
CLI-001,2026-05-05 13:00:00,548.62,kWh,MTR-001
CLI-002,2026-05-05 13:00:00,389.94,kWh,MTR-002
CLI-003,2026-05-05 13:00:00,484.05,kWh,MTR-003
CLI-001,2026-05-05 14:00:00,505.16,kWh,MTR-001
CLI-002,2026-05-05 14:00:00,422.01,kWh,MTR-002
CLI-003,2026-05-05 14:00:00,494.25,kWh,MTR-003
CLI-001,2026-05-05 15:00:00,513.06,kWh,MTR-001
CLI-002,2026-05-05 15:00:00,391.56,kWh,MTR-002
CLI-003,2026-05-05 15:00:00,471.51,kWh,MTR-003
CLI-001,2026-05-05 16:00:00,554.21,kWh,MTR-001
CLI-002,2026-05-05 16:00:00,512.46,kWh,MTR-002
CLI-003,2026-05-05 16:00:00,466.53,kWh,MTR-003
CLI-001,2026-05-05 17:00:00,524.07,kWh,MTR-001
CLI-002,2026-05-05 17:00:00,498.15,kWh,MTR-002
CLI-003,2026-05-05 17:00:00,456.98,kWh,MTR-003
CLI-001,2026-05-05 18:00:00,519.87,kWh,MTR-001
CLI-002,2026-05-05 18:00:00,610.62,kWh,MTR-002
CLI-003,2026-05-05 18:00:00,497.8,kWh,MTR-003
CLI-001,2026-05-05 19:00:00,524.1,kWh,MTR-001
CLI-002,2026-05-05 19:00:00,639.53,kWh,MTR-002
CLI-003,2026-05-05 19:00:00,355.17,kWh,MTR-003
CLI-001,2026-05-05 20:00:00,502.1,kWh,MTR-001
CLI-002,2026-05-05 20:00:00,604.05,kWh,MTR-002
CLI-003,2026-05-05 20:00:00,340.31,kWh,MTR-003
CLI-001,2026-05-05 21:00:00,502.63,kWh,MTR-001
CLI-002,2026-05-05 21:00:00,-182.27,kWh,MTR-002
CLI-003,2026-05-05 21:00:00,325.94,kWh,MTR-003
CLI-001,2026-05-05 22:00:00,68.63,kWh,MTR-001
CLI-002,2026-05-05 22:00:00,613.04,kWh,MTR-002
CLI-003,2026-05-05 22:00:00,332.87,kWh,MTR-003
CLI-001,2026-05-05 23:00:00,77.44,kWh,MTR-001
CLI-002,2026-05-05 23:00:00,591.35,kWh,MTR-002
CLI-003,2026-05-05 23:00:00,321.75,kWh,MTR-003
CLI-001,2026-05-06 00:00:00,77.63,kWh,MTR-001
CLI-002,2026-05-06 00:00:00,602.03,kWh,MTR-002
CLI-003,2026-05-06 00:00:00,352.83,kWh,MTR-003
CLI-001,2026-05-06 01:00:00,72.38,kWh,MTR-001
CLI-002,2026-05-06 01:00:00,610.16,kWh,MTR-002
CLI-003,2026-05-06 01:00:00,354.79,kWh,MTR-003
CLI-001,2026-05-06 02:00:00,71.01,kWh,MTR-001
CLI-002,2026-05-06 02:00:00,606.98,kWh,MTR-002
CLI-003,2026-05-06 02:00:00,336.4,kWh,MTR-003
CLI-001,2026-05-06 03:00:00,63.86,kWh,MTR-001
CLI-002,2026-05-06 03:00:00,642.84,kWh,MTR-002
CLI-003,2026-05-06 03:00:00,347.71,kWh,MTR-003
CLI-001,2026-05-06 04:00:00,81.29,kWh,MTR-001
CLI-002,2026-05-06 04:00:00,635.15,kWh,MTR-002
CLI-003,2026-05-06 04:00:00,332.67,kWh,MTR-003
CLI-001,2026-05-06 05:00:00,78.99,kWh,MTR-001
CLI-002,2026-05-06 05:00:00,577.51,kWh,MTR-002
CLI-003,2026-05-06 05:00:00,345.25,kWh,MTR-003
CLI-001,2026-05-06 06:00:00,619.79,kWh,MTR-001
CLI-002,2026-05-06 06:00:00,605.38,kWh,MTR-002
CLI-003,2026-05-06 06:00:00,345.35,kWh,MTR-003
CLI-001,2026-05-06 07:00:00,575.49,kWh,MTR-001
CLI-002,2026-05-06 07:00:00,582.79,kWh,MTR-002
CLI-003,2026-05-06 07:00:00,457.98,kWh,MTR-003
CLI-001,2026-05-06 08:00:00,522.49,kWh,MTR-001
CLI-002,2026-05-06 08:00:00,516.29,kWh,MTR-002
CLI-003,2026-05-06 08:00:00,488.42,kWh,MTR-003
CLI-001,2026-05-06 09:00:00,553.03,kWh,MTR-001
CLI-002,2026-05-06 09:00:00,439.02,kWh,MTR-002
CLI-003,2026-05-06 09:00:00,459.51,kWh,MTR-003
CLI-001,2026-05-06 10:00:00,534.21,kWh,MTR-001
CLI-002,2026-05-06 10:00:00,390.81,kWh,MTR-002
CLI-003,2026-05-06 10:00:00,473.29,kWh,MTR-003
CLI-001,2026-05-06 11:00:00,547.62,kWh,MTR-001
CLI-002,2026-05-06 11:00:00,346.84,kWh,MTR-002
CLI-003,2026-05-06 11:00:00,475.12,kWh,MTR-003
CLI-001,2026-05-06 12:00:00,503.62,kWh,MTR-001
CLI-002,2026-05-06 12:00:00,380.79,kWh,MTR-002
CLI-003,2026-05-06 12:00:00,484.77,kWh,MTR-003
CLI-001,2026-05-06 13:00:00,528.51,kWh,MTR-001
CLI-002,2026-05-06 13:00:00,404.9,kWh,MTR-002
CLI-003,2026-05-06 13:00:00,469.85,kWh,MTR-003
CLI-001,2026-05-06 14:00:00,529.67,kWh,MTR-001
CLI-002,2026-05-06 14:00:00,379.39,kWh,MTR-002
CLI-003,2026-05-06 14:00:00,487.23,kWh,MTR-003
CLI-001,2026-05-06 15:00:00,504.71,kWh,MTR-001
CLI-002,2026-05-06 15:00:00,408.75,kWh,MTR-002
CLI-003,2026-05-06 15:00:00,469.23,kWh,MTR-003
CLI-001,2026-05-06 16:00:00,490.57,kWh,MTR-001
CLI-002,2026-05-06 16:00:00,508.25,kWh,MTR-002
CLI-003,2026-05-06 16:00:00,475.93,kWh,MTR-003
CLI-001,2026-05-06 17:00:00,518.55,kWh,MTR-001
CLI-002,2026-05-06 17:00:00,563.17,kWh,MTR-002
CLI-003,2026-05-06 17:00:00,477.74,kWh,MTR-003
CLI-001,2026-05-06 18:00:00,548.81,kWh,MTR-001
CLI-002,2026-05-06 18:00:00,643.6,kWh,MTR-002
CLI-003,2026-05-06 18:00:00,478.16,kWh,MTR-003
CLI-001,2026-05-06 19:00:00,481.11,kWh,MTR-001
CLI-002,2026-05-06 19:00:00,606.84,kWh,MTR-002
CLI-003,2026-05-06 19:00:00,346.89,kWh,MTR-003
